,filename,split,sentence
122,209.tif,val,"['a residential area with many houses arranged neatly', 'many houses arranged densely and divided into rectangles by some roads', 'this is a residential area with many houses neatly arranged', 'lots of houses arranged neatly in the residential area and divided into rectangles by some roads', 'there are many houses arranged neatly and divided into rectangles by some roads']"
123,21.tif,train,"['lots of houses with different colors of roofs arranged in the residential area', 'a residential area with houses arranged neatly and some roads go through this area', 'many houses densely arranged in the residential area while many cars parked in the parking lot', 'a residential area with houses densely arranged while many cars parked in the parking lot', 'a residential area with houses arranged densely and many cars in the parking lot']"
124,210.tif,val,"['many houses arranged neatly in the residential area with a piece of lawn beside', 'lots of houses arranged neatly in the residential area with a piece of lawn beside', 'a residential area with many houses neatly arranged and a piece of lawn beside', 'a residential area with lots of houses neatly arranged anf a lawn beside', 'this is a residential area with many houses arranged neatly and a piece of lawn beside']"
125,211.tif,val,"['many houses arranged neatly in the residential area with a piece of lawn beside', 'lots of houses arranged neatly in the residential area with a piece of lawn beside', 'a residential area with many houses neatly arranged and a piece of lawn beside', 'a residential area with lots of houses neatly arranged anf a lawn beside', 'this is a residential area with many houses arranged neatly and a piece of lawn beside']"
126,212.tif,val,"['a residential area with many hosues arranged neatly and a crossroad in the middle', 'there are many hosues with red and orange roofs densely arranged and a crossroad in the middle', 'a residential area with many houses arranged neatly and a crossroad in the middle', 'lots of houses with red and orange roofs arranged densely and a crossroad in the middle', 'many houses with red and orange roofs arranged densely and some roads go through this area']"
127,213.tif,val,"['a residential area with many houses arranged in lines', 'a residential area with many houses arranged in lines and some roads go through this area', 'many houses arranged in lines while some roads go through this area', 'this is a residential area with many houses arranged in lines and some roads go through this area', 'lots of houses arranged in lines with some roads go across this area']"
128,214.tif,val,"['a residential area with many houses arranged in lines', 'a residential area with many houses arranged in lines and some roads go through this area', 'many houses arranged in lines while some roads go through this area', 'this is a residential area with many houses arranged in lines and some roads go through this area', 'lots of houses arranged in lines with some roads go across this area']"
129,215.tif,val,"['a residential area with many houses arranged neatly', 'many houses arranged densely and divided into rectangles by some roads', 'this is a residential area with many houses neatly arranged', 'lots of houses arranged neatly in the residential area and divided into rectangles by some roads', 'there are many houses arranged neatly and divided into rectangles by some roads']"
130,216.tif,val,"['a residential area with many houses arranged neatly', 'many houses arranged densely and divided into rectangles by some roads', 'this is a residential area with many houses neatly arranged', 'lots of houses arranged neatly in the residential area and divided into rectangles by some roads', 'there are many houses arranged neatly and divided into rectangles by some roads']"
131,217.tif,val,"['a residential area with many houses arranged in lines', 'a residential area with many houses arranged in lines and some roads go through this area', 'many houses arranged in lines while a wide road in the middle of this area', 'this is a residential area with many houses arranged in lines and some roads go through this area', 'lots of houses arranged in lines with some roads go across this area']"
132,218.tif,val,"['many houses arranged neatly with some roads go through this area', 'a residential area with many houses arranged neatly while some plants in the roadside', 'lots of houses arranged neatly while some plants in the roadside', 'this is a residential area with some roads go through this area', 'many houses arranged neatly with some roads go through this area']"
133,219.tif,test,"['a residential area with many hosues arranged neatly and a piece of lawn in the upper right corner', 'there are many hosues with red and orange roofs densely arranged while a grassland in the upper right corner', 'a residential area with many houses arranged neatly and a piece of lawn in the upper right corner', 'lots of houses with red and orange roofs arranged densely and a piece of lawn in the upper right corner', 'many houses with red and orange roofs arranged densely and a piece of lawn in the upper right corner']"
134,22.tif,train,"['lots of houses with different colours of roofs arranged densely', 'a residential area with houses arranged neatly and some roads go through this area', 'many houses are densely arranged while the houses a separated by some roads', 'a residential area with houses arranged neatly while many plants on the roadside', 'a residential area with houses arranged densely']"
135,220.tif,test,"['a residential area with many hosues arranged in lines and some roads go through this area', 'there are many hosues with red and orange roofs densely arranged', 'a residential area with many houses arranged in lines and some roads go through this area', 'lots of houses with red and orange roofs arranged densely and some roads go across this area', 'many houses with red and orange roofs arranged densely and some roads go through this area']"
136,221.tif,test,"['a residential area with many hosues arranged neatly and a wide highway beside', 'there are many hosues with red and orange roofs densely arranged while a wide highway beside', 'a residential area with many houses arranged neatly and a wide road beside', 'lots of houses with red and orange roofs arranged densely while a wide highway beside', 'many houses with red and orange roofs arranged densely and a wide road beside']"
137,222.tif,test,"['a residential area with many hosues arranged densely and some roads go through this area', 'there are many hosues with grey and orange roofs densely arranged', 'a residential area with many houses arranged neatly while some roads go through this area', 'lots of houses with red and orange roofs arranged densely while some roads go through this area', 'many houses with red and orange roofs arranged densely']"
138,223.tif,test,"['many houses arranged neatly with some roads go across this area', 'a residential area with many houese arranged neatly and some roads go through this area', 'this is a residential area with lots of houses arranged densely and some roads go through this area', 'a residential area with some houses arranged neatly', 'many houses with red and orange roofs arranged densely in the residential area']"
139,224.tif,test,"['many houses arranged in lines with some roads go through this area', 'this is a residential area with lots of houses arranged in lines', 'a residential area with many houses arranged in lines and some roads go across this area', 'a dense residential area with lots of houses arranged in lines while some roads go across', 'lots of houses with lots of houses arranged in lines and some roads go across this area']"
140,225.tif,test,"['many houses arranged in lines with some roads go through this area', 'this is a residential area with lots of houses arranged in lines', 'a residential area with many houses arranged in lines and some roads go across this area', 'a dense residential area with lots of houses arranged in lines while some roads go across', 'lots of houses with lots of houses arranged in lines and some roads go across this area']"
141,226.tif,test,"['many houses arranged in lines with some roads go through this area', 'this is a residential area with lots of houses arranged in lines', 'a residential area with many houses arranged in lines and some roads go across this area', 'a dense residential area with lots of houses arranged in lines while some roads go across', 'lots of houses with lots of houses arranged in lines and some roads go across this area']"
142,227.tif,test,"['many houses arranged in lines with some roads go through this area', 'this is a residential area with lots of houses arranged in lines', 'a residential area with many houses arranged in lines and some roads go across this area', 'a dense residential area with lots of houses arranged in lines while some roads go across', 'lots of houses with lots of houses arranged in lines and some roads go across this area']"
143,228.tif,test,"['many houses arranged neatly and divided into rectangles by some roads', 'a residential area with lots of houses arranged neatly and some roads go through this area', 'lots of houses arranged neatly in the residential area and divided into rectangles by some roads', 'this is a residential area with many houses arranged neatly', 'there are lots of houses arranged densely and divided into rectangles by some roads']"
144,229.tif,test,"['many houses arranged neatly and divided into rectangles by some roads', 'a residential area with lots of houses arranged neatly and some roads go through this area', 'lots of houses arranged neatly in the residential area and divided into rectangles by some roads', 'this is a residential area with many houses arranged neatly', 'there are lots of houses arranged densely and divided into rectangles by some roads']"
145,23.tif,train,"['lots of houses with different colours of roofs arranged densely', 'a residential area with houses arranged neatly and some roads go through this area', 'many houses are densely arranged while the houses a separated by some roads', 'a residential area with houses arranged neatly while many plants on the roadside', 'a residential area with houses arranged densely']"
146,230.tif,test,"['many houses arranged neatly and divided into rectangles by some roads', 'a residential area with lots of houses arranged neatly and some roads go through this area', 'lots of houses arranged neatly in the residential area and divided into rectangles by some roads', 'this is a residential area with many houses arranged neatly', 'there are lots of houses arranged densely and divided into rectangles by some roads']"
147,231.tif,test,"['many houses arranged densely while a piece of lawn beside', 'a residential area with many houses arranged neatly while a piece of lawn beside', 'a dense residential area with many houses arranged neatly', 'this is a residential area with many houses arranged neatly while a lawn beside', 'there are many houses arranged neatly with a piece of lawn beside']"
148,232.tif,test,"['lots of houses arranged in lines with some roads go through this area', 'many houses arranged in lines in the dense residential area', 'a residential area with many houses arranged in lines', 'a residential area with lots of houses arranged in lines', 'lots of houses arranged in lines with some roads go across this area']"
149,233.tif,test,"['a residential area with many houses arranged neatly', 'many houses arranged densely and divided into rectangles by some roads', 'this is a residential area with many houses neatly arranged and divided into rectangles by some roads', 'lots of houses arranged neatly in the residential area and divided into rectangles by some roads', 'there are many houses arranged neatly and divided into rectangles by some roads']"
150,234.tif,test,"['a residential area with many houses arranged neatly', 'many houses arranged densely and divided into rectangles by some roads', 'this is a residential area with many houses neatly arranged and divided into rectangles by some roads', 'lots of houses arranged neatly in the residential area and divided into rectangles by some roads', 'there are many houses arranged neatly and divided into rectangles by some roads']"
151,235.tif,test,"['a residential area with many houses arranged neatly', 'many houses arranged densely and divided into rectangles by some roads', 'this is a residential area with many houses neatly arranged and divided into rectangles by some roads', 'lots of houses arranged neatly in the residential area and divided into rectangles by some roads', 'there are many houses arranged neatly and divided into rectangles by some roads']"
152,236.tif,test,"['a residential area with many houses arranged neatly', 'many houses arranged densely and divided into rectangles by some roads', 'this is a residential area with many houses neatly arranged and divided into rectangles by some roads', 'lots of houses arranged neatly in the residential area and divided into rectangles by some roads', 'there are many houses arranged neatly and divided into rectangles by some roads']"
153,237.tif,test,"['a residential area with many houses arranged neatly', 'many houses arranged densely and divided into rectangles by some roads', 'this is a residential area with many houses neatly arranged and divided into rectangles by some roads', 'lots of houses arranged neatly in the residential area and divided into rectangles by some roads', 'there are many houses arranged neatly and divided into rectangles by some roads']"
154,238.tif,test,"['lots of houses arranged in lines with some roads go through this area', 'many houses arranged in lines in the dense residential area', 'a residential area with many houses arranged in lines', 'a residential area with lots of houses arranged in lines', 'lots of houses arranged in lines with some roads go across this area']"
155,239.tif,test,"['lots of houses arranged in lines with some roads go through this area', 'many houses arranged in lines in the dense residential area', 'a residential area with many houses arranged in lines', 'a residential area with lots of houses arranged in lines', 'lots of houses arranged in lines with some roads go across this area']"
156,24.tif,train,"['a residential area and a warehouse district are separated by a road', 'a residential area with houses arranged neatly and some roads go through this area', 'a residential area and a warehouse district are separated by a road', 'many houses arranged neatly while many plants on the roadside', 'many houses arranged neatly and a warehouse district are separated by a road']"
157,240.tif,test,"['many houses with red and orange roofs arranged neatly in the residential area', 'lots of houses arranged neatly with some roads go through this area', 'a residential area with some houses of orange roofs arranged neatly', 'this is a residential area with many houses arranged neatly and some roads go across this area', 'a residential area with many houses arranged neatly and some roads go across this area']"
158,241.tif,test,"['many houses arranged neatly with a wide road go through this area', 'a dense residential area with many houses arranged neatly', 'a residential area with many houses of red and orange roofs arranged neatly', 'this is a dense residential area with many houses arranged neatly', 'a residential area with lots of houses arranged neatly while a wide road go through this area']"
159,242.tif,test,"['a residential area with many houses arranged neatly and a highway passed by', 'this is a residential area with many houses arranged neatly while a highway passed by', 'many houses arranged neatly while a highway passed by', 'there are many houses arranged neatly in the residential area while a highway passed by', 'a residential area with many houses arranged neatly and a highway passed by']"
160,243.tif,train,"['there is an airplane in the airport', 'a white airplane is parked on the airport', 'a white airplane is parked on the ariport while a road passed by', 'there is a white airplane parked on the airport and some luggage cars beside', 'a white airplane is parked on the airport while some luggage cars beside']"
161,244.tif,train,"['an airplane parked on the airport while some airport buildings beside', 'there is an airplane parked on the airport with a highway passed by', 'an airplane is parked on the airport with some luggage cars beside', 'a highway pass by an airport with a white airplane parked on', 'this is an airport with a white airplane parked on']"
162,245.tif,train,"['three white airplanes parked on the airport', 'three white airplanes parked on the airport with dark waters beside', 'there are three white airplanes parked on the airport with dark waters beside', 'three same airplanes are parked on the airport with dark waters beside', 'there are three same white airplanes parked on a airport with dark waters beside']"
163,246.tif,train,"['a small white airplane parked on the ariport', 'there is a small white airplane parked on the airport with some airport buildings beside', 'a small white airplane parked on the airport with some airport buildings beside', 'a small white airplane parked on the airport with some airport buildings surrounded', 'this is an airport with a small airplane parked on while some airport buildings surrounded']"
164,247.tif,train,"['a small white airplane parked on the ariport', 'there is a small white airplane parked on the airport with some airport buildings beside', 'a small white airplane parked on the airport with some airport buildings beside', 'a small white airplane parked on the airport with some airport buildings surrounded', 'this is an airport with a small airplane parked on while some airport buildings surrounded']"
165,248.tif,train,"['three airplanes parked on the airport with some luggage cars', 'three white airplanes parked neatly on the airport with an airport building beside', 'there are three same airplanes parked neatly on the airport with some luggage cars beside', 'three airplanes parked on the airport with some luggage cars beside', 'an airport with three white airplanes parked on while some luggage cars beside']"
166,249.tif,train,"['five different size of airplanes are parked on the airport', 'five different size of white airplane parked on the airport', 'five different size of airplanes are parked on the airport', 'five different size of airplanes are parked on the airport with a runway beside', 'five white airplanes parked on the airport with a runway beside']"
167,25.tif,train,"['lots of houses with different colours of roofs arranged in lines', 'a residential area with houses arranged in lines and some roads go through this area', 'many houses arranged in lines while some cars on the roads', 'a residential area with houses densely arranged while many plants on the roadside', 'a residential area with houses densely arranged and some roads go through this area']"
168,250.tif,train,"['two different size of airplanes parked on the airport with some airport buildings beside', 'two white airplanes parked on the airport with a runway beside', 'two different white airplanes parked on the airport with a runway beside', 'two white airplanes of different size parked on the airport', 'there are two white airplanes parked on the airport with some airport buildings beside']"
169,251.tif,train,"['this is an empty airport with some airport buildings beside', 'an empty airport only with some luggage cars and buildings', 'an empty airport with some airport buildings beside', 'this is an airport only with some luggage cars parked on', 'an empty airport with some airport buildings beside']"
170,252.tif,train,"['this is an empty airport with some airport buildings beside', 'an empty airport only with some luggage cars and buildings', 'an empty airport with some airport buildings beside', 'this is an airport only with some luggage cars parked on', 'an empty airport with some airport buildings beside']"
171,253.tif,train,"['this is an airport with a parking lot beside', 'an airport with a parking lot beside', 'many cars parked in a parking lot while an airport beside it', 'a parking lot with an airport beside', 'there is a parking lot beside th airport']"
172,254.tif,train,"['many airplanes parked on the airport with some cars parked beside', 'there are many different airplanes parked on the airport', 'an airport with many different kinds of airplanes parked on', 'many white airplanes parked on the airport', 'lots of different white cars parked on the airport']"
173,255.tif,train,"['this is an empty airport with some airport buildings beside', 'an empty airport only with some luggage cars and buildings', 'an empty airport with some airport buildings beside', 'this is an airport only with some luggage cars parked on', 'an empty airport with some airport buildings beside']"
174,256.tif,train,"['two white airplanes parked on the airport', 'there are two white airplanes parked on the airport', 'two white airplanes parked on the airport with some airport buildings beside', 'there are two white airplanes parked on the airport', 'two white airplanes parked on the airport']"
175,257.tif,train,"['an white airplane parked on the airport with a runway beside', 'there is an white airplane parked on the airport and some luggage cars beside', 'an airplane parked on the airport with some luggage cars beside it', 'there is an airplane parked on the airport with a runway beside', 'an airplane parked on the airport with some luggage cars beside']"
176,258.tif,train,"['many airplanes with red fuselages are parked neatly on the airport', 'there are some airplanes with red fuselages parked neatly on the airport', 'some airplanes with red fuselages parked neatly on the airport', 'some airplanes with red fuselages parked neatly on the airport', 'many airplanes with red fuselages parked neatly on the airport']"
177,259.tif,train,"['there are some small airplanes parked on the airport', 'five small white airplanes parked on the airport', 'five small white airplanes parked on the airport with some airport buildings beside', 'there are small airplanes parked on the airport with some white buildings beside', 'five small airplanes parked on the airport with some buildings beside']"
178,26.tif,train,"['lots of houses with different colours of roofs arranged in lines', 'a residential area with houses arranged neatly and some roads go through this area', 'a town with many houses arranged in lines while a highway beside', 'a residential area with houses arranged neatly while a high way beside', 'a residential area with houses densely arranged']"
179,260.tif,train,"['a white airplane parked on the airport with some buildings surrounded', 'a white airplane parked on the airport with some white buildings surrounded', 'a white airplane parked on the airport with some airport buildings surrounded', 'there is a white airplane parked on the airport with some buildings surrounded', 'a white airplane parked on the airport with some buildings surrounded']"
180,261.tif,train,"['two white airplanes parked on the airport', 'two white airplanes parked on the airport with some buildings beside', 'there are two white airplanes parked on the airport with some airport buildings beside', 'two white airplanes parked on the airport with some white buildingse beside', 'a big airport with only two airplanes parked on']"
181,262.tif,train,"['an airplane parked on the airport with a runway beside', 'a big airport with only a white airport parked on', 'there is a white airplane parked on the airport with a runway beside', 'a white airplane parked on the big airport', 'there is a white airplane parked on the airport']"
182,263.tif,val,"['a white airplane parked on the airport with some white buildings beside', 'a red and white airplane parked on the airport with some white buildings beside', 'a red and white airplane parked on the airport with some airport buildings beside', 'there is a big airport with a red and white airplane parked on', 'there are some white buildings beside a red and white ariplane in the airport']"
183,264.tif,test,"['a white airplane parked on the airport with some runways beside', 'a white airplane parked on the airport with some runways beside', 'a white airplane parked on the airport with some runways passed by', 'there is a big airport with a white airplane parked on', 'there is a big airport with a white airplane parked on']"
184,265.tif,train,"['a big meadow with some pieces of green bushes on it', 'there are some green bushes on a big lawn', 'there are some green bushes on a big lawn with some paths go through this area', 'some green bushes and curved paths on the big meadow', 'some green bushes and curved paths on the big meadow']"
185,266.tif,train,"['a big meadow with some pieces of green bushes and a small red house on it', 'there are some green bushes and a small red house on a big lawn', 'there are some green bushes on a big lawn with some paths go through this area', 'some green bushes and curved paths on the big meadow while a red house in the middle', 'some green bushes and curved paths on the big meadow with a red small house in the middle']"
186,267.tif,train,"['a big meadow with some pieces of green bushes on it', 'there are some green bushes on a big lawn', 'there are some green bushes on a big lawn with some paths go through this area', 'some green bushes and curved paths on the big meadow', 'some green bushes and curved paths on the big meadow']"
187,268.tif,train,"['a big meadow with some pieces of green bushes on it and a highway passed by', 'there are some green bushes on a big lawn and a highway passed by', 'there are some green bushes on a big lawn with a highway passed by', 'some green bushes on the big meadow with some red houses beside', 'some green bushes and bunkers on the meadow with a highway passed by']"
188,269.tif,train,"['some green bushes and white bunkers on the meadow', 'a big meadow with some green bushes and white bunkers on it', 'some curved paths and green bushes are on the meadow', 'there are some white bunkers and green bushes on the meadow with some curved paths passed by', 'a big meadow with some green bushes and white bunkers on it while some curved paths passed by']"
189,27.tif,train,"['lots of houses with different colors of roofs arranged neatly', 'a residential area with houses arranged neatly and some roads go through this area', 'a town with many houses arranged neatly with a piece of lawn beside', 'a residential area with houses arranged neatly with a piece of lawn beside', 'a residential area with houses densely arranged with a piece of lawn beside']"
190,270.tif,train,"['a meadow with a residential area beside', 'a meadow with some orange houses beside', 'there are some green bushes and orange houses beside the meadow', 'some green bushes and orange houses beside the meadow', 'there are some green bushes and orange houses beside the meadow']"
191,271.tif,train,"['a piece of meadow with some bushes beside and some curved paths on it', 'there is a piece meadow with some green bushes beside and some curved paths on it', 'there are some green bushes and curved paths on the meadow', 'some green bushes and curved paths on the meadow', 'a meadow with some bushes beside and some curved paths go through']"
192,272.tif,train,"['a piece of meadow with some bushes beside and some curved paths on it', 'there is a piece meadow with some green bushes beside and some curved paths on it', 'there are some green bushes and curved paths on the meadow', 'some green bushes and curved paths on the meadow', 'a meadow with some bushes beside and some curved paths go through']"
193,273.tif,train,"['some green bushes and white bunkers on the meadow', 'a big meadow with some green bushes and white bunkers on it', 'some curved paths and green bushes are on the meadow', 'there are some white bunkers and green bushes on the meadow', 'a big meadow with some green bushes and white bunkers on it']"
194,274.tif,train,"['some green bushes and white bunkers on the meadow', 'a big meadow with some green bushes and white bunkers on it', 'some curved paths and green bushes are on the meadow', 'there are some white bunkers and green bushes on the meadow', 'a big meadow with some green bushes and white bunkers on it']"
195,275.tif,train,"['a meadow with a residential area beside', 'a residential area with many houses arranged neatly and a big meadow beside', 'there are some green bushes on the meadow and a residential area beside', 'some green bushes on the meadow with a residential area beside', 'there are some green bushes on the meadow with a residential area beside']"
196,276.tif,train,"['some green bushes and white bunkers on the meadow', 'a big meadow with some green bushes and white bunkers on it', 'some curved paths and green bushes are on the meadow', 'there are some white bunkers and green bushes on the meadow ', 'a big meadow with some green bushes and white bunkers on it']"
197,277.tif,train,"['a meadow with a residential area beside', 'a residential area with many houses arranged neatly and a big meadow beside', 'there are some green bushes and white bunkers on the meadow and a residential area beside', 'some green bushes and white bunkers on the meadow with a residential area beside', 'there are some green bushes on the meadow with a residential area beside']"
198,278.tif,train,"['some green bushes and white bunkers on the meadow', 'a big meadow with some green bushes and white bunkers on it', 'some curved paths and green bushes are on the meadow', 'there are some white bunkers and green bushes on the meadow', 'a big meadow with some green bushes and white bunkers on it']"
199,279.tif,train,"['some green bushes and white bunkers on the meadow', 'a big meadow with some green bushes and white bunkers on it', 'some curved paths and green bushes are on the meadow', 'there are some white bunkers and green bushes on the meadow', 'a big meadow with some green bushes and white bunkers on it']"
200,28.tif,train,"['lots of houses with different colors of roofs arranged neatly', 'a residential area with houses arranged neatly and some roads go through this area', 'a town with many houses arranged neatly with a piece of lawn beside', 'a residential area with houses arranged neatly with a piece of lawn beside', 'a residential area with houses densely arranged with a piece of lawn beside']"
201,280.tif,train,"['a big meadow with some some green bushes on while some roads go through this area', 'there are some green bushes on the meadow while some roads go through this area', 'some green bushes on the meadow with roads go through this area', 'there are some green bushes on the meadow with some roads go through this area', 'some green bushes on the meadow with roads go through this area']"
202,281.tif,train,"['a big meadow with some some green bushes on while some roads go through this area', 'there are some green bushes on the meadow while some roads go through this area', 'some green bushes on the meadow with roads go through this area', 'there are some green bushes on the meadow with some roads go through this area', 'some green bushes on the meadow with roads go through this area']"
203,282.tif,train,"['a meadow with scattered bushes and small trees on it', 'a big meadow with scattered bushes and small trees on it', 'there are some scattered bushes and small trees on the meadow', 'some scattered bushes and small trees on the meadow with a narrow path go through the meadow', 'a meadow with scattered bushes and small trees on it while a narrow path go through the meadow']"
204,283.tif,train,"['a meadow with some green bushes and a big bunker on it', 'this is a meadow with a big bunker and some green bushes on it while a highway passed by', 'a meadow with a big bunker and some green bushes on it while a highway passed by', 'a meadow with bunkers and bushes while a highway passed by', 'some green bushes and big bunkers on the meadow while a highway passed by']"
205,284.tif,train,"['some green bushes and white bunkers on the meadow while a curved river go through it', 'a big meadow with some green bushes and white bunkers on it', 'a curved river go through the meadow', 'there are some white bunkers and green bushes on the meadow with a curved river go through this area', 'a big meadow with some green bushes and white bunkers on it while a curved river go across this area']"
206,285.tif,train,"['a big open grassland with some roads passed by', 'an open grassland with some roads and house beside', 'this is a big open grassland with some roads and houses beside', 'a big open grassland with some roads and houses beside', 'a big open grassland with some roads beside']"
207,286.tif,train,"['a big open grassland with some roads passed by', 'an open grassland with some roads and house beside', 'this is a big open grassland with some roads and houses beside', 'a big open grassland with some roads and houses beside', 'a big open grassland with some roads beside']"
208,287.tif,train,"['a meadow with scattered bushes and big bunkers', 'there are some scattered bushes and big bunkers on the meadow', 'some scattered bushes and big bunkers on the meadow with some buildings beside', 'a meadow with scattered bushes and big bunkers while some houses beside', 'this is a big meadow with scattered bushes and big bunkers on it']"
209,288.tif,train,"['a meadow with scattered bushes and big bunkers', 'there are some scattered bushes and big bunkers on the meadow', 'some scattered bushes and big bunkers on the meadow with some buildings beside', 'a meadow with scattered bushes and big bunkers while some houses beside', 'this is a big meadow with scattered bushes and big bunkers on it']"
210,289.tif,train,"['a meadow with scattered bushes and big bunkers', 'there are some scattered bushes and big bunkers on the meadow', 'some scattered bushes and big bunkers on the meadow with some buildings beside', 'a meadow with scattered bushes and big bunkers while some houses beside', 'this is a big meadow with scattered bushes and big bunkers on it']"
211,29.tif,train,"['lots of houses with different colors of roofs arranged neatly', 'a residential area with houses arranged neatly and some roads go through this area', 'there are many houses arranged neatly in the residential area while some roads go through', 'there is a residential area with houses arranged neatly while many plants on the roadside', 'a residential area with houses densely arranged']"
212,290.tif,train,"['a meadow with scattered bushes and big bunkers', 'there are some scattered bushes and big bunkers on the meadow', 'some scattered bushes and big bunkers on the meadow with some buildings beside', 'a meadow with scattered bushes and big bunkers while some houses beside', 'this is a big meadow with scattered bushes and big bunkers on it']"
213,291.tif,train,"['a meadow with some green bushes and white bunkers while a road beside', 'some green bushes and white bunkers on the meadow while a road passed by', 'a meadow with some green bushes and white bunkers while some houses beside', 'some green bushes and white bunkers on the meadow with some houses beside', 'there are some green bushes and white bunkers on the meadow while a road passed by']"
214,292.tif,train,"['a meadow with some green bushes and white bunkers while a road beside', 'some green bushes and white bunkers on the meadow while a road passed by', 'a meadow with some green bushes and white bunkers while some houses beside', 'some green bushes and white bunkers on the meadow with some houses beside', 'there are some green bushes and white bunkers on the meadow while a road passed by']"
215,293.tif,train,"['a meadow with some green bushes and white bunkers while a road beside', 'some green bushes and white bunkers on the meadow while a road passed by', 'a meadow with some green bushes and white bunkers while some houses beside', 'some green bushes and white bunkers on the meadow with some houses beside', 'there are some green bushes and white bunkers on the meadow while a road passed by']"
216,294.tif,train,"['a meadow with some green bushes and white bunkers while a road beside', 'some green bushes and white bunkers on the meadow while a road passed by', 'a meadow with some green bushes and white bunkers while some houses beside', 'some green bushes and white bunkers on the meadow with some houses beside', 'there are some green bushes and white bunkers on the meadow while a road passed by']"
217,295.tif,train,"['some green bushes and small bunkers on the meadow while some curved paths go through this area', 'there are some green bushes and white bunkers on the meadow while a few curved paths go through the meadow', 'some green bushes and small bunkers on the meadow while a few curved paths go across this area', 'there is a meadow with some green bushes and small bunkers on it while soem curved paths go through it', 'a meadow with some green bushes and small bunkers on it while some curved paths go across it']"
218,296.tif,train,"['a meadow with some green bushes and white bunkers on it while a residential area beside', 'some green bushes and white bunkers on the meadow while a road passed by', 'some green bushes and white bunkers on the meadow while some houses beside', 'a meadow with some green bushes and white bunkers while a road passed by', 'there is a meadow with some bushes and bunkers on it while a residential area beside']"
219,297.tif,train,"['some green bushes and small bunkers on the meadow while some curved paths go through this area', 'there are some green bushes and white bunkers on the meadow while a few curved paths go through the meadow', 'some green bushes and small bunkers on the meadow while a few curved paths go across this area', 'there is a meadow with some green bushes and small bunkers on it while soem curved paths go through it', 'a meadow with some green bushes and small bunkers on it while some curved paths go across it']"
220,298.tif,train,"['some green bushes and small bunkers on the meadow while some curved paths go through this area', 'there are some green bushes and white bunkers on the meadow while a few curved paths go through the meadow', 'some green bushes and small bunkers on the meadow while a few curved paths go across this area', 'there is a meadow with some green bushes and small bunkers on it while soem curved paths go through it', 'a meadow with some green bushes and small bunkers on it while some curved paths go across it']"
221,299.tif,train,"['a meadow with some green bushes and white bunkers on it while a road passed by', 'some green bushes and white bunkers on the meadow while a road passed by', 'some green bushes and white bunkers on the meadow while a narrow road some white buildings beside', 'a meadow with some green bushes and white bunkers while a road and some white buildings beside', 'there is a meadow with some bushes and bunkers on it while a narrow road and some white buildings beside']"
222,3.tif,train,"['lots of houses with red and orange roofs arranged in lines', 'a residential area with houses arranged neatly and some roads go through this area', 'a town with many houses arranged in lines while some cars on the roads', 'a residential area with houses arranged neatly while many plants on the roadside', 'a residential area with houses arranged neatly']"
223,30.tif,train,"['lots of houses with different colors of roofs arranged neatly', 'a residential area with houses arranged neatly and some roads go through this area', 'there are many houses arranged neatly in the residential area while some roads go through', 'there is a residential area with houses arranged neatly while many plants on the roadside', 'a residential area with houses densely arranged']"
224,300.tif,train,"['some green bushes and small bunkers on the meadow while some curved paths go through this area', 'there are some green bushes and white bunkers on the meadow while a few curved paths go through the meadow', 'some green bushes and small bunkers on the meadow while a few curved paths go across this area', 'there is a meadow with some green bushes and small bunkers on it while soem curved paths go through it', 'a meadow with some green bushes and small bunkers on it while some curved paths go across it']"
225,301.tif,train,"['a meadow with some green bushes and white bunkers on it while a highway passed by', 'some green bushes and white bunkers on the meadow while a highway passed by', 'some green bushes and white bunkers on the meadow while a highway passed by', 'a meadow with some green bushes and white bunkers while a highway passed by', 'there is a meadow with some bushes and bunkers on it while a highway passed by']"
226,302.tif,train,"['a meadow with some green bushes and white bunkers on it while a highway passed by', 'some green bushes and white bunkers on the meadow while a highway passed by', 'some green bushes and white bunkers on the meadow while a highway passed by', 'a meadow with some green bushes and white bunkers while a highway passed by', 'there is a meadow with some bushes and bunkers on it while a highway passed by']"
227,303.tif,train,"['a meadow with some green bushes and white bunkers on it while a highway passed by', 'some green bushes and white bunkers on the meadow while a highway passed by', 'some green bushes and white bunkers on the meadow while a highway passed by', 'a meadow with some green bushes and white bunkers while a highway passed by', 'there is a meadow with some bushes and bunkers on it while a highway passed by']"
228,304.tif,train,"['a meadow with some green bushes and white bunkers on it while a residential area beside', 'some green bushes and white bunkers on the meadow while a road passed by', 'some green bushes and white bunkers on the meadow while some houses beside', 'a meadow with some green bushes and white bunkers while a road passed by', 'there is a meadow with some bushes and bunkers on it while a residential area beside']"
229,305.tif,val,"['a meadow with some green bushes on it while a highway passed by', 'there is a highway beside the meadow', 'some green bushes and white bunkers on the meadow while a highway passed by', 'there are some green bushes and white bunkers on the meadow while a highway passed by', 'some green bushes and white bunkers on the meadow while a highway passed by']"
230,306.tif,val,"['a meadow with scattered bushes and some bunkers on it', 'some green bushes and white bunkers on the meadow', 'there is a meadow with some bunkers and bushes on the meadow', 'some green bushes and white bukers on the meadow', 'there are some green bunshes and white bunkers on the meadow']"
